Name,Email,Favorite Color,Phone Number,Country
Dr. Keith Frazier,emily31@yahoo.com,Pink,294-374-2179,Pakistan
Marvin Giles,thomaswest@gmail.com,MediumPurple,388.934.8870x03683,China
Cheryl Taylor,fowlerlaura@patel.biz,DarkOrange,350-435-5665x54444,Russian Federation
Christine Parsons,hardyomar@little.org,LimeGreen,+1-182-975-6649x331,Cote d'Ivoire
Kenneth Taylor,pierceryan@yahoo.com,DarkSeaGreen,(801)633-3732,Peru
Kimberly Duran,samuelarnold@hubbard-ramirez.info,LightSeaGreen,727-786-6457x34442,Antarctica (the territory South of 60 deg S)
Francis Davis,emily33@harris-smith.com,Indigo,443-729-5802,Latvia
Cody Maddox,alexis89@hotmail.com,SeaShell,180.143.9798x9434,New Caledonia
Robert Patterson,david26@chapman.biz,MintCream,147-205-4783,Argentina
Nancy Ferguson,samantha50@briggs.biz,MistyRose,(205)859-2530x2902,Georgia
Michelle Smith,christopher24@hotmail.com,DarkCyan,(973)145-2419,Palau
Jamie Palmer,jasonbenson@fletcher.com,LightYellow,+1-530-709-1797x10540,Slovenia
Jason Swanson,barnettmary@brown-kramer.biz,Plum,(036)561-0267x8134,Bermuda
Paul Mccall,katrina25@yahoo.com,Yellow,+1-782-164-6046,Slovenia
Deanna Taylor,wilsonlouis@leonard.com,PaleGreen,001-023-849-0012x20940,Tonga
Rachel Hudson,miranda15@hotmail.com,LightSlateGray,078.242.0912,Somalia
Patrick Allen,coxkimberly@gmail.com,Wheat,245-346-5734x1447,Latvia
Scott Garcia,xmiller@yahoo.com,GreenYellow,+1-041-467-0539,Vietnam
Michael Mitchell,kathleen64@hotmail.com,HotPink,(220)880-6260x3061,Iceland
Robert Peterson,salinasanna@gmail.com,WhiteSmoke,3029881216,Micronesia
Michael Berger,lorraine68@king.biz,GreenYellow,(206)039-0473x355,Micronesia
Vanessa Palmer,cunninghamellen@yahoo.com,BlanchedAlmond,(433)468-9964x60979,Slovakia (Slovak Republic)
Aimee Rogers,rhondasalinas@gmail.com,Ivory,479.740.1191x90282,Hungary
Mason Barnes,patrick31@williams.info,Tan,+1-951-062-9292x73991,Belarus
Amber Andrews,jeffery15@yahoo.com,Linen,+1-449-085-7287x76243,Puerto Rico
Blake Peterson,rebecca78@yahoo.com,Beige,766-053-1469x740,Barbados
Victor Richardson,rushhaley@gmail.com,HotPink,(368)001-8563,Dominican Republic
Thomas Meyer,matthewbishop@gmail.com,LightSeaGreen,+1-964-170-6002x638,Cameroon
Kayla French,yfarley@martinez.biz,Blue,682.340.5198x4566,United Kingdom
Amanda Coleman,adkinsemily@perry.com,Snow,513.580.4155,Jamaica
Fred Casey,dbarajas@gmail.com,Peru,103.328.1289,Thailand
Charles Fuller,parkbryan@gmail.com,SeaShell,265.818.5258x03443,Mongolia
Paul Miller,hvasquez@perkins-mckay.com,Aqua,699.398.9297x7742,Martinique
Shawn Carlson,paultucker@yahoo.com,DarkRed,(679)667-6678x071,Christmas Island
Sarah Fisher,andrew52@marshall-perry.com,BlanchedAlmond,117.077.1125x354,Greenland
Joseph Thompson,anthonydaniel@yahoo.com,MintCream,822-214-4486,Mali
Latoya Watkins,denisevincent@collins.com,DeepSkyBlue,(363)750-3047x68460,Iran
Michael Shaw,kjohnson@hotmail.com,SlateGray,+1-094-952-9265x92333,Aruba
Rachel Jimenez,kellyclark@preston-terrell.com,LemonChiffon,001-300-331-9009x269,Saint Lucia
Jacqueline Johnson,jenniferreese@gmail.com,Tan,001-304-695-5953x94096,Australia
Patricia Davis,maryramos@henry.info,Beige,+1-648-951-7138x5913,Sierra Leone
Justin Martinez,hvasquez@jones.com,SpringGreen,001-327-681-6341x4001,Congo
Eddie Armstrong,shicks@gmail.com,Aquamarine,442-688-1981,Canada
Donald Guerra,gambledanielle@hotmail.com,Sienna,(737)527-8209x6960,Bangladesh
Brittany Gilbert,nicolepotter@gmail.com,LightGray,001-471-012-9369x991,Serbia
